3047,KAREN,JACKSON,8.99,2005-06-20 12:45:33,Mike,334
6118,KAREN,JACKSON,8.99,2005-07-11 07:43:08,Mike,336
6568,KAREN,JACKSON,2.99,2005-07-12 05:45:47,Mike,337
6870,KAREN,JACKSON,0.99,2005-07-12 20:13:45,Mike,338
6897,KAREN,JACKSON,2.99,2005-07-12 21:30:41,Mike,339
7916,KAREN,JACKSON,2.99,2005-07-28 11:49:53,Mike,340
8277,KAREN,JACKSON,2.99,2005-07-29 01:38:53,Mike,341
9664,KAREN,JACKSON,0.99,2005-07-31 06:12:08,Mike,345
9736,KAREN,JACKSON,7.99,2005-07-31 08:58:40,Mike,346
10003,KAREN,JACKSON,4.99,2005-07-31 17:48:51,Mike,347
11292,KAREN,JACKSON,4.99,2005-08-02 14:58:41,Mike,348
13456,KAREN,JACKSON,0.99,2005-08-20 00:33:19,Mike,354
14252,KAREN,JACKSON,9.99,2005-08-21 05:44:07,Mike,355
15338,KAREN,JACKSON,4.99,2005-08-22 20:51:24,Mike,357
151,BETTY,WHITE,0.99,2005-05-26 00:37:28,Mike,358
346,BETTY,WHITE,9.99,2005-05-27 04:34:41,Mike,359
525,BETTY,WHITE,5.99,2005-05-28 04:25:33,Mike,360
671,BETTY,WHITE,2.99,2005-05-28 22:04:30,Mike,361
3707,BETTY,WHITE,2.99,2005-07-06 10:21:49,Mike,364
4952,BETTY,WHITE,0.99,2005-07-08 23:00:07,Mike,365
5104,BETTY,WHITE,0.99,2005-07-09 06:37:07,Mike,366
5383,BETTY,WHITE,4.99,2005-07-09 19:14:32,Mike,368
5565,BETTY,WHITE,7.99,2005-07-10 03:29:48,Mike,369
8035,BETTY,WHITE,6.99,2005-07-28 16:23:01,Mike,370
8042,BETTY,WHITE,0.99,2005-07-28 16:45:11,Mike,371
8548,BETTY,WHITE,3.99,2005-07-29 11:11:33,Mike,372
9592,BETTY,WHITE,2.99,2005-07-31 03:21:16,Mike,375
10348,BETTY,WHITE,2.99,2005-08-01 05:23:00,Mike,376
11480,BETTY,WHITE,4.99,2005-08-02 22:18:24,Mike,378
12668,BETTY,WHITE,2.99,2005-08-18 19:16:47,Mike,380
13757,BETTY,WHITE,4.99,2005-08-20 11:20:12,Mike,381
15373,BETTY,WHITE,0.99,2005-08-22 22:08:11,Mike,383
16045,BETTY,WHITE,0.99,2005-08-23 22:25:26,Mike,384
13780,BETTY,WHITE,4.99,2006-02-14 15:16:03,Mike,385
2486,HELEN,HARRIS,2.99,2005-06-18 21:26:56,Mike,386
2937,HELEN,HARRIS,5.99,2005-06-20 05:15:37,Mike,387
3550,HELEN,HARRIS,7.99,2005-07-06 02:29:21,Mike,389
4127,HELEN,HARRIS,5.99,2005-07-07 07:26:19,Mike,390
5717,HELEN,HARRIS,2.99,2005-07-10 11:02:03,Mike,391
7105,HELEN,HARRIS,4.99,2005-07-27 05:15:37,Mike,393
8193,HELEN,HARRIS,0.99,2005-07-28 22:50:50,Mike,394
9987,HELEN,HARRIS,2.99,2005-07-31 17:22:35,Mike,397
11118,HELEN,HARRIS,2.99,2005-08-02 08:44:18,Mike,398
11141,HELEN,HARRIS,2.99,2005-08-02 09:29:11,Mike,399
11922,HELEN,HARRIS,7.99,2005-08-17 16:20:37,Mike,402
12635,HELEN,HARRIS,2.99,2005-08-18 18:00:23,Mike,405
13393,HELEN,HARRIS,5.99,2005-08-19 22:03:46,Mike,407
13541,HELEN,HARRIS,4.99,2005-08-20 03:41:41,Mike,409
15178,HELEN,HARRIS,0.99,2005-08-22 15:36:04,Mike,414
15897,HELEN,HARRIS,4.99,2005-08-23 17:12:31,Mike,415
13798,HELEN,HARRIS,3.98,2006-02-14 15:16:03,Mike,416
335,SANDRA,MARTIN,3.99,2005-05-27 03:07:10,Mike,418
593,SANDRA,MARTIN,2.99,2005-05-28 13:33:23,Mike,419
1017,SANDRA,MARTIN,2.99,2005-05-31 02:53:36,Mike,421
1944,SANDRA,MARTIN,7.99,2005-06-17 07:50:53,Mike,423
\N,SANDRA,MARTIN,1.99,2005-06-18 04:56:12,Mike,424
2960,SANDRA,MARTIN,7.99,2005-06-20 07:10:09,Mike,425
3548,SANDRA,MARTIN,0.99,2005-07-06 02:23:39,Mike,427
6100,SANDRA,MARTIN,4.99,2005-07-11 06:40:31,Mike,431
12358,SANDRA,MARTIN,4.99,2005-08-18 07:41:43,Mike,441
12577,SANDRA,MARTIN,7.99,2005-08-18 15:39:46,Mike,442
13391,SANDRA,MARTIN,4.99,2005-08-19 22:01:42,Mike,444
13480,SANDRA,MARTIN,6.99,2005-08-20 01:10:27,Mike,445
14511,SANDRA,MARTIN,8.99,2005-08-21 14:45:34,Mike,446
580,DONNA,THOMPSON,2.99,2005-05-28 11:19:53,Mike,448
2684,DONNA,THOMPSON,8.99,2005-06-19 12:29:08,Mike,451
5714,DONNA,THOMPSON,3.99,2005-07-10 10:46:57,Mike,453
5883,DONNA,THOMPSON,3.99,2005-07-10 19:25:21,Mike,454
8213,DONNA,THOMPSON,2.99,2005-07-28 23:37:33,Mike,457
9138,DONNA,THOMPSON,2.99,2005-07-30 10:11:52,Mike,459
9489,DONNA,THOMPSON,0.99,2005-07-30 23:43:32,Mike,461
13732,DONNA,THOMPSON,2.99,2005-08-20 10:24:41,Mike,463
14040,DONNA,THOMPSON,2.99,2005-08-20 21:43:44,Mike,464
14346,DONNA,THOMPSON,2.99,2005-08-21 08:42:26,Mike,466
50,CAROL,GARCIA,2.99,2005-05-25 06:44:53,Mike,468
116,CAROL,GARCIA,4.99,2005-05-25 19:27:51,Mike,469
692,CAROL,GARCIA,4.99,2005-05-29 01:32:10,Mike,470
2990,CAROL,GARCIA,8.99,2005-06-20 09:02:51,Mike,474
6846,CAROL,GARCIA,0.99,2005-07-12 19:20:45,Mike,479
8555,CAROL,GARCIA,4.99,2005-07-29 11:18:01,Mike,481
9036,CAROL,GARCIA,4.99,2005-07-30 06:18:38,Mike,482
10682,CAROL,GARCIA,4.99,2005-08-01 17:32:53,Mike,484
179,RUTH,MARTINEZ,6.99,2005-05-26 04:26:06,Mike,492
337,RUTH,MARTINEZ,2.99,2005-05-27 03:22:30,Mike,493
2657,RUTH,MARTINEZ,2.99,2005-06-19 10:42:59,Mike,496
2848,RUTH,MARTINEZ,2.99,2005-06-19 22:55:37,Mike,497
9157,RUTH,MARTINEZ,5.99,2005-07-30 11:06:23,Mike,501
9256,RUTH,MARTINEZ,0.99,2005-07-30 14:29:29,Mike,502
10176,RUTH,MARTINEZ,7.99,2005-07-31 23:40:35,Mike,504
11869,RUTH,MARTINEZ,5.99,2005-08-17 14:10:22,Mike,506
12211,RUTH,MARTINEZ,9.99,2005-08-18 02:31:18,Mike,507
13718,RUTH,MARTINEZ,8.99,2005-08-20 09:53:44,Mike,509
14101,RUTH,MARTINEZ,4.99,2005-08-21 00:33:03,Mike,511
15047,RUTH,MARTINEZ,2.99,2005-08-22 09:57:16,Mike,512
3350,SHARON,ROBINSON,4.99,2005-06-21 11:21:38,Mike,520
4407,SHARON,ROBINSON,2.99,2005-07-07 21:39:45,Mike,522
5718,SHARON,ROBINSON,2.99,2005-07-10 11:03:20,Mike,523
6254,SHARON,ROBINSON,2.99,2005-07-11 15:10:18,Mike,524
10616,SHARON,ROBINSON,7.99,2005-08-01 14:59:50,Mike,532
10954,SHARON,ROBINSON,1.99,2005-08-02 03:30:24,Mike,533
11821,SHARON,ROBINSON,0.99,2005-08-17 12:27:55,Mike,534
12180,SHARON,ROBINSON,0.99,2005-08-18 01:28:15,Mike,535
13137,SHARON,ROBINSON,4.99,2005-08-19 12:26:32,Mike,537
15161,SHARON,ROBINSON,1.99,2005-08-22 14:37:22,Mike,541
15460,SHARON,ROBINSON,2.99,2005-08-23 01:10:42,Mike,543
260,MICHELLE,CLARK,3.99,2005-05-26 15:42:20,Mike,544
570,MICHELLE,CLARK,0.99,2005-05-28 10:15:04,Mike,546
2268,MICHELLE,CLARK,4.99,2005-06-18 06:13:41,Mike,548
2393,MICHELLE,CLARK,2.99,2005-06-18 15:37:55,Mike,549
3212,MICHELLE,CLARK,10.99,2005-06-21 01:04:35,Mike,551
5772,MICHELLE,CLARK,3.99,2005-07-10 13:27:40,Mike,553
5961,MICHELLE,CLARK,2.99,2005-07-10 23:43:23,Mike,554
7994,MICHELLE,CLARK,0.99,2005-07-28 14:56:54,Mike,556
9699,MICHELLE,CLARK,5.99,2005-07-31 07:29:25,Mike,560
10734,MICHELLE,CLARK,0.99,2005-08-01 19:28:47,Mike,562
12774,MICHELLE,CLARK,6.99,2005-08-18 23:34:22,Mike,567
13381,MICHELLE,CLARK,2.99,2005-08-19 21:37:57,Mike,568
13411,MICHELLE,CLARK,4.99,2005-08-19 22:43:38,Mike,570
13463,MICHELLE,CLARK,8.99,2005-08-20 00:50:54,Mike,571
13699,MICHELLE,CLARK,9.99,2005-08-20 09:26:14,Mike,572
13740,MICHELLE,CLARK,4.99,2005-08-20 10:48:43,Mike,573
14869,MICHELLE,CLARK,4.99,2005-08-22 03:20:26,Mike,577
14933,MICHELLE,CLARK,2.99,2006-02-14 15:16:03,Mike,578
370,LAURA,RODRIGUEZ,4.99,2005-05-27 07:49:43,Mike,579
556,LAURA,RODRIGUEZ,4.99,2005-05-28 08:31:36,Mike,580
3419,LAURA,RODRIGUEZ,2.99,2005-06-21 17:18:01,Mike,582
5294,LAURA,RODRIGUEZ,6.99,2005-07-09 15:23:42,Mike,584
5815,LAURA,RODRIGUEZ,2.99,2005-07-10 15:48:19,Mike,585
7087,LAURA,RODRIGUEZ,4.99,2005-07-27 04:42:08,Mike,586
7705,LAURA,RODRIGUEZ,7.99,2005-07-28 04:02:58,Mike,587
9580,LAURA,RODRIGUEZ,4.99,2005-07-31 03:01:11,Mike,589
12023,LAURA,RODRIGUEZ,5.99,2005-08-17 19:54:54,Mike,590
12124,LAURA,RODRIGUEZ,2.99,2005-08-17 23:22:46,Mike,591
14056,LAURA,RODRIGUEZ,2.99,2005-08-20 22:18:53,Mike,594
14564,LAURA,RODRIGUEZ,6.99,2005-08-21 16:24:43,Mike,595
15134,LAURA,RODRIGUEZ,7.99,2005-08-22 13:18:25,Mike,596
15589,LAURA,RODRIGUEZ,6.99,2005-08-23 06:03:31,Mike,597
15658,LAURA,RODRIGUEZ,4.99,2005-08-23 08:48:43,Mike,598
15793,LAURA,RODRIGUEZ,4.99,2005-08-23 14:06:19,Mike,599
12222,LAURA,RODRIGUEZ,4.99,2006-02-14 15:16:03,Mike,600
129,SARAH,LEWIS,8.99,2005-05-25 21:20:03,Mike,601
654,SARAH,LEWIS,2.99,2005-05-28 20:15:30,Mike,602
2753,SARAH,LEWIS,1.99,2005-06-19 16:44:35,Mike,604
2827,SARAH,LEWIS,0.99,2005-06-19 20:50:01,Mike,605
3015,SARAH,LEWIS,5.99,2005-06-20 10:48:56,Mike,606
3055,SARAH,LEWIS,4.99,2005-06-20 13:19:58,Mike,607
3461,SARAH,LEWIS,2.99,2005-06-21 21:49:18,Mike,608
6213,SARAH,LEWIS,2.99,2005-07-11 12:43:07,Mike,612
6238,SARAH,LEWIS,2.99,2005-07-11 14:20:18,Mike,613
7155,SARAH,LEWIS,7.99,2005-07-27 07:18:46,Mike,615
8015,SARAH,LEWIS,2.99,2005-07-28 15:33:03,Mike,616
10132,SARAH,LEWIS,6.99,2005-07-31 21:50:24,Mike,621
10898,SARAH,LEWIS,2.99,2005-08-02 01:29:57,Mike,622
1716,KIMBERLY,LEE,2.99,2005-06-16 14:39:31,Mike,633
2070,KIMBERLY,LEE,2.99,2005-06-17 16:27:51,Mike,634
2451,KIMBERLY,LEE,5.99,2005-06-18 19:28:02,Mike,636
5310,KIMBERLY,LEE,0.99,2005-07-09 16:00:34,Mike,640
6855,KIMBERLY,LEE,4.99,2005-07-12 19:46:29,Mike,642
7266,KIMBERLY,LEE,1.99,2005-07-27 11:22:17,Mike,643
8947,KIMBERLY,LEE,4.99,2005-07-30 03:15:37,Mike,644
9723,KIMBERLY,LEE,0.99,2005-07-31 08:31:18,Mike,645
11209,KIMBERLY,LEE,2.99,2005-08-02 12:09:45,Mike,648
12745,KIMBERLY,LEE,2.99,2005-08-18 22:22:45,Mike,651
12999,KIMBERLY,LEE,1.99,2005-08-19 07:34:53,Mike,652
13247,KIMBERLY,LEE,0.99,2005-08-19 16:45:59,Mike,654
90,DEBORAH,WALKER,7.99,2005-05-25 14:31:25,Mike,656
1338,DEBORAH,WALKER,4.99,2005-06-15 12:17:34,Mike,658
1365,DEBORAH,WALKER,2.99,2005-06-15 14:09:55,Mike,659
2901,DEBORAH,WALKER,4.99,2005-06-20 02:41:28,Mike,662
3447,DEBORAH,WALKER,4.99,2005-06-21 20:53:31,Mike,663
4282,DEBORAH,WALKER,2.99,2005-07-07 15:26:31,Mike,664
4319,DEBORAH,WALKER,0.99,2005-07-07 17:50:27,Mike,665
5881,DEBORAH,WALKER,2.99,2005-07-10 19:19:43,Mike,667
6653,DEBORAH,WALKER,4.99,2005-07-12 11:06:17,Mike,668
9140,DEBORAH,WALKER,8.99,2005-07-30 10:12:01,Mike,672
10324,DEBORAH,WALKER,5.99,2005-08-01 04:49:06,Mike,676
10916,DEBORAH,WALKER,2.99,2005-08-02 02:05:59,Mike,678
11642,DEBORAH,WALKER,0.99,2005-08-17 04:48:05,Mike,679
12922,DEBORAH,WALKER,0.99,2005-08-19 04:48:48,Mike,680
14193,DEBORAH,WALKER,4.99,2005-08-21 03:38:27,Mike,681
14236,DEBORAH,WALKER,4.99,2005-08-21 05:13:16,Mike,682
15512,DEBORAH,WALKER,0.99,2005-08-23 02:57:30,Mike,683
15972,DEBORAH,WALKER,5.99,2005-08-23 20:00:30,Mike,684
796,JESSICA,HALL,2.99,2005-05-29 16:59:44,Mike,685
1440,JESSICA,HALL,5.99,2005-06-15 18:53:14,Mike,687
2093,JESSICA,HALL,9.99,2005-06-17 18:14:08,Mike,689
2532,JESSICA,HALL,4.99,2005-06-19 01:27:46,Mike,692
2745,JESSICA,HALL,4.99,2005-06-19 16:21:19,Mike,693
4065,JESSICA,HALL,2.99,2005-07-07 04:32:28,Mike,694
4274,JESSICA,HALL,4.99,2005-07-07 14:42:04,Mike,695
4382,JESSICA,HALL,4.99,2005-07-07 20:41:03,Mike,696
4431,JESSICA,HALL,6.99,2005-07-07 22:39:02,Mike,698
4536,JESSICA,HALL,3.99,2005-07-08 03:43:22,Mike,699
4641,JESSICA,HALL,6.99,2005-07-08 09:09:46,Mike,700
5437,JESSICA,HALL,2.99,2005-07-09 21:32:29,Mike,701
6149,JESSICA,HALL,1.99,2005-07-11 09:19:31,Mike,702
8241,JESSICA,HALL,4.99,2005-07-29 00:33:36,Mike,705
9484,JESSICA,HALL,0.99,2005-07-30 23:31:40,Mike,706
10386,JESSICA,HALL,3.99,2005-08-01 06:42:20,Mike,707
