REBECCA,SCOTT,REBECCA.SCOTT@sakilacustomer.org,1,2006-02-14 22:04:36,2,61 Tama Street,Kurashiki
VIRGINIA,GREEN,VIRGINIA.GREEN@sakilacustomer.org,1,2006-02-14 22:04:36,2,391 Callao Drive,Toulouse
KATHLEEN,ADAMS,KATHLEEN.ADAMS@sakilacustomer.org,1,2006-02-14 22:04:36,2,334 Munger (Monghyr) Lane,Arak
PAMELA,BAKER,PAMELA.BAKER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1440 Fukuyama Loop,Nanyang
MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,2006-02-14 22:04:36,1,269 Cam Ranh Parkway,Chisinau
DEBRA,NELSON,DEBRA.NELSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,306 Antofagasta Place,Vila Velha
AMANDA,CARTER,AMANDA.CARTER@sakilacustomer.org,1,2006-02-14 22:04:36,2,671 Graz Street,Nador
STEPHANIE,MITCHELL,STEPHANIE.MITCHELL@sakilacustomer.org,1,2006-02-14 22:04:36,1,42 Brindisi Place,Yerevan
CAROLYN,PEREZ,CAROLYN.PEREZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,1632 Bislig Avenue,Pak Kret
CHRISTINE,ROBERTS,CHRISTINE.ROBERTS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1447 Imus Way,Faaa
MARIE,TURNER,MARIE.TURNER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1998 Halifax Drive,Lipetsk
JANET,PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1718 Valencia Street,Antofagasta
CATHERINE,CAMPBELL,CATHERINE.CAMPBELL@sakilacustomer.org,1,2006-02-14 22:04:36,2,46 Pjatigorsk Lane,Moscow
FRANCES,PARKER,FRANCES.PARKER@sakilacustomer.org,1,2006-02-14 22:04:36,1,686 Garland Manor,Juazeiro do Norte
ANN,EVANS,ANN.EVANS@sakilacustomer.org,1,2006-02-14 22:04:36,1,909 Garland Manor,Niznekamsk
JOYCE,EDWARDS,JOYCE.EDWARDS@sakilacustomer.org,1,2006-02-14 22:04:36,2,725 Isesaki Place,Jedda
DIANE,COLLINS,DIANE.COLLINS@sakilacustomer.org,1,2006-02-14 22:04:36,1,115 Hidalgo Parkway,Omdurman
ALICE,STEWART,ALICE.STEWART@sakilacustomer.org,1,2006-02-14 22:04:36,1,1135 Izumisano Parkway,Fontana
JULIE,SANCHEZ,JULIE.SANCHEZ@sakilacustomer.org,1,2006-02-14 22:04:36,1,939 Probolinggo Loop,A Corua (La Corua)
HEATHER,MORRIS,HEATHER.MORRIS@sakilacustomer.org,1,2006-02-14 22:04:36,1,17 Kabul Boulevard,Nagareyama
TERESA,ROGERS,TERESA.ROGERS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1964 Allappuzha (Alleppey) Street,Iwakuni
DORIS,REED,DORIS.REED@sakilacustomer.org,1,2006-02-14 22:04:36,2,1697 Kowloon and New Kowloon Loop,Balaiha
GLORIA,COOK,GLORIA.COOK@sakilacustomer.org,1,2006-02-14 22:04:36,1,1668 Saint Louis Place,Papeete
EVELYN,MORGAN,EVELYN.MORGAN@sakilacustomer.org,1,2006-02-14 22:04:36,2,943 Tokat Street,Vaduz
JEAN,BELL,JEAN.BELL@sakilacustomer.org,1,2006-02-14 22:04:36,1,1114 Liepaja Street,Kuching
CHERYL,MURPHY,CHERYL.MURPHY@sakilacustomer.org,1,2006-02-14 22:04:36,1,1213 Ranchi Parkway,Mysore
MILDRED,BAILEY,MILDRED.BAILEY@sakilacustomer.org,1,2006-02-14 22:04:36,1,81 Hodeida Way,Jaipur
KATHERINE,RIVERA,KATHERINE.RIVERA@sakilacustomer.org,1,2006-02-14 22:04:36,2,915 Ponce Place,Basel
JOAN,COOPER,JOAN.COOPER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1717 Guadalajara Lane,Saint Louis
ASHLEY,RICHARDSON,ASHLEY.RICHARDSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1214 Hanoi Way,Lincoln
JUDITH,COX,JUDITH.COX@sakilacustomer.org,0,2006-02-14 22:04:36,2,1966 Amroha Avenue,Daxian
ROSE,HOWARD,ROSE.HOWARD@sakilacustomer.org,1,2006-02-14 22:04:36,2,698 Otsu Street,Cayenne
JANICE,WARD,JANICE.WARD@sakilacustomer.org,1,2006-02-14 22:04:36,2,1150 Kimchon Manor,Malm
KELLY,TORRES,KELLY.TORRES@sakilacustomer.org,1,2006-02-14 22:04:36,1,1586 Guaruj Place,Xiangtan
NICOLE,PETERSON,NICOLE.PETERSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,57 Arlington Manor,Shivapuri
JUDY,GRAY,JUDY.GRAY@sakilacustomer.org,1,2006-02-14 22:04:36,2,1031 Daugavpils Parkway,Bchar
CHRISTINA,RAMIREZ,CHRISTINA.RAMIREZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,1124 Buenaventura Drive,al-Hawiya
KATHY,JAMES,KATHY.JAMES@sakilacustomer.org,1,2006-02-14 22:04:36,1,492 Cam Ranh Street,Baybay
THERESA,WATSON,THERESA.WATSON@sakilacustomer.org,1,2006-02-14 22:04:36,2,89 Allappuzha (Alleppey) Manor,Taguig
BEVERLY,BROOKS,BEVERLY.BROOKS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1947 Poos de Caldas Boulevard,Chiayi
DENISE,KELLY,DENISE.KELLY@sakilacustomer.org,1,2006-02-14 22:04:36,1,1206 Dos Quebradas Place,Rio Claro
TAMMY,SANDERS,TAMMY.SANDERS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1551 Rampur Lane,Changhwa
IRENE,PRICE,IRENE.PRICE@sakilacustomer.org,1,2006-02-14 22:04:36,2,602 Paarl Street,Pavlodar
JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,1,2006-02-14 22:04:36,2,1692 Ede Loop,Araatuba
LORI,WOOD,LORI.WOOD@sakilacustomer.org,1,2006-02-14 22:04:36,1,936 Salzburg Lane,Rae Bareli
RACHEL,BARNES,RACHEL.BARNES@sakilacustomer.org,1,2006-02-14 22:04:36,1,586 Tete Way,Kamakura
MARILYN,ROSS,MARILYN.ROSS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1888 Kabul Drive,Ife
ANDREA,HENDERSON,ANDREA.HENDERSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,320 Baiyin Parkway,Mahajanga
KATHRYN,COLEMAN,KATHRYN.COLEMAN@sakilacustomer.org,1,2006-02-14 22:04:36,1,927 Baha Blanca Parkway,Simferopol
LOUISE,JENKINS,LOUISE.JENKINS@sakilacustomer.org,1,2006-02-14 22:04:36,1,929 Tallahassee Loop,Springs
SARA,PERRY,SARA.PERRY@sakilacustomer.org,1,2006-02-14 22:04:36,2,125 Citt del Vaticano Boulevard,Atlixco
ANNE,POWELL,ANNE.POWELL@sakilacustomer.org,1,2006-02-14 22:04:36,2,1557 Ktahya Boulevard,Bradford
JACQUELINE,LONG,JACQUELINE.LONG@sakilacustomer.org,1,2006-02-14 22:04:36,2,870 Ashqelon Loop,Songkhla
WANDA,PATTERSON,WANDA.PATTERSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1740 Portoviejo Avenue,Sincelejo
BONNIE,HUGHES,BONNIE.HUGHES@sakilacustomer.org,1,2006-02-14 22:04:36,2,1942 Ciparay Parkway,Cheju
JULIA,FLORES,JULIA.FLORES@sakilacustomer.org,1,2006-02-14 22:04:36,1,1926 El Alto Avenue,La Plata
RUBY,WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,1,2006-02-14 22:04:36,2,1952 Chatsworth Drive,Meixian
LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,1,2006-02-14 22:04:36,2,1370 Le Mans Avenue,Bandar Seri Begawan
TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,1,2006-02-14 22:04:36,2,984 Effon-Alaiye Avenue,Goinia
PHYLLIS,FOSTER,PHYLLIS.FOSTER@sakilacustomer.org,1,2006-02-14 22:04:36,1,832 Nakhon Sawan Manor,Zalantun
NORMA,GONZALES,NORMA.GONZALES@sakilacustomer.org,1,2006-02-14 22:04:36,1,152 Kitwe Parkway,Bislig
PAULA,BRYANT,PAULA.BRYANT@sakilacustomer.org,1,2006-02-14 22:04:36,2,1697 Tanauan Lane,Pathankot
DIANA,ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1308 Arecibo Way,Augusta-Richmond County
ANNIE,RUSSELL,ANNIE.RUSSELL@sakilacustomer.org,1,2006-02-14 22:04:36,2,1599 Plock Drive,Tete
LILLIAN,GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,1,2006-02-14 22:04:36,1,669 Firozabad Loop,al-Ayn
EMILY,DIAZ,EMILY.DIAZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,588 Vila Velha Manor,Kimchon
ROBIN,HAYES,ROBIN.HAYES@sakilacustomer.org,1,2006-02-14 22:04:36,1,1913 Kamakura Place,Jelets
PEGGY,MYERS,PEGGY.MYERS@sakilacustomer.org,1,2006-02-14 22:04:36,1,733 Mandaluyong Place,Abha
CRYSTAL,FORD,CRYSTAL.FORD@sakilacustomer.org,1,2006-02-14 22:04:36,1,659 Vaduz Drive,Ashdod
GLADYS,HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1177 Jelets Way,Ilorin
RITA,GRAHAM,RITA.GRAHAM@sakilacustomer.org,1,2006-02-14 22:04:36,1,1386 Yangor Avenue,Toulon
DAWN,SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,1,2006-02-14 22:04:36,1,454 Nakhon Sawan Boulevard,Funafuti
CONNIE,WALLACE,CONNIE.WALLACE@sakilacustomer.org,1,2006-02-14 22:04:36,1,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo
FLORENCE,WOODS,FLORENCE.WOODS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1532 Dzerzinsk Way,Merlo
TRACY,COLE,TRACY.COLE@sakilacustomer.org,1,2006-02-14 22:04:36,1,1002 Ahmadnagar Manor,Huixquilucan
EDNA,WEST,EDNA.WEST@sakilacustomer.org,1,2006-02-14 22:04:36,2,682 Junan Way,Klerksdorp
TIFFANY,JORDAN,TIFFANY.JORDAN@sakilacustomer.org,1,2006-02-14 22:04:36,2,804 Elista Drive,Enshi
CARMEN,OWENS,CARMEN.OWENS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1378 Alvorada Avenue,Caracas
ROSA,REYNOLDS,ROSA.REYNOLDS@sakilacustomer.org,1,2006-02-14 22:04:36,2,793 Cam Ranh Avenue,Lancaster
CINDY,FISHER,CINDY.FISHER@sakilacustomer.org,1,2006-02-14 22:04:36,2,1079 Tel Aviv-Jaffa Boulevard,Cuman
GRACE,ELLIS,GRACE.ELLIS@sakilacustomer.org,1,2006-02-14 22:04:36,2,442 Rae Bareli Place,Duisburg
WENDY,HARRISON,WENDY.HARRISON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1107 Nakhon Sawan Avenue,Nezahualcyotl
VICTORIA,GIBSON,VICTORIA.GIBSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,544 Malm Parkway,Pemalang
EDITH,MCDONALD,EDITH.MCDONALD@sakilacustomer.org,1,2006-02-14 22:04:36,1,1967 Sincelejo Place,Gandhinagar
KIM,CRUZ,KIM.CRUZ@sakilacustomer.org,1,2006-02-14 22:04:36,1,333 Goinia Way,Grand Prairie
SHERRY,MARSHALL,SHERRY.MARSHALL@sakilacustomer.org,1,2006-02-14 22:04:36,1,1987 Coacalco de Berriozbal Loop,Shubra al-Khayma
SYLVIA,ORTIZ,SYLVIA.ORTIZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,241 Mosul Lane,Dos Quebradas
JOSEPHINE,GOMEZ,JOSEPHINE.GOMEZ@sakilacustomer.org,1,2006-02-14 22:04:36,1,211 Chiayi Drive,Etawah
THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,2006-02-14 22:04:36,1,1175 Tanauan Way,Lima
SHANNON,FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,1,2006-02-14 22:04:36,2,117 Boa Vista Way,Varanasi (Benares)
SHEILA,WELLS,SHEILA.WELLS@sakilacustomer.org,0,2006-02-14 22:04:36,1,848 Tafuna Manor,Ktahya
ETHEL,WEBB,ETHEL.WEBB@sakilacustomer.org,1,2006-02-14 22:04:36,1,569 Baicheng Lane,Boksburg
ELLEN,SIMPSON,ELLEN.SIMPSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1666 Qomsheh Drive,Po
ELAINE,STEVENS,ELAINE.STEVENS@sakilacustomer.org,1,2006-02-14 22:04:36,2,801 Hagonoy Drive,Smolensk
MARJORIE,TUCKER,MARJORIE.TUCKER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1050 Garden Grove Avenue,Jastrzebie-Zdrj
CARRIE,PORTER,CARRIE.PORTER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1854 Tieli Street,Liaocheng
CHARLOTTE,HUNTER,CHARLOTTE.HUNTER@sakilacustomer.org,1,2006-02-14 22:04:36,1,758 Junan Lane,guas Lindas de Gois
MONICA,HICKS,MONICA.HICKS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1752 So Leopoldo Parkway,Mukateve
ESTHER,CRAWFORD,ESTHER.CRAWFORD@sakilacustomer.org,1,2006-02-14 22:04:36,2,898 Belm Manor,Botshabelo
PAULINE,HENRY,PAULINE.HENRY@sakilacustomer.org,1,2006-02-14 22:04:36,1,261 Saint Louis Way,Torren
EMMA,BOYD,EMMA.BOYD@sakilacustomer.org,1,2006-02-14 22:04:36,1,765 Southampton Drive,Qalyub
JUANITA,MASON,JUANITA.MASON@sakilacustomer.org,1,2006-02-14 22:04:36,2,943 Johannesburg Avenue,Pune
ANITA,MORALES,ANITA.MORALES@sakilacustomer.org,1,2006-02-14 22:04:36,2,788 Atinsk Street,Hubli-Dharwad
RHONDA,KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,1,2006-02-14 22:04:36,2,1749 Daxian Place,Apeldoorn
HAZEL,WARREN,HAZEL.WARREN@sakilacustomer.org,1,2006-02-14 22:04:36,1,1587 Sullana Lane,Hohhot
AMBER,DIXON,AMBER.DIXON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1029 Dzerzinsk Manor,Touliu
EVA,RAMOS,EVA.RAMOS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1666 Beni-Mellal Place,Clarksville
DEBBIE,REYES,DEBBIE.REYES@sakilacustomer.org,1,2006-02-14 22:04:36,1,928 Jaffna Loop,Fukuyama
APRIL,BURNS,APRIL.BURNS@sakilacustomer.org,1,2006-02-14 22:04:36,1,483 Ljubertsy Parkway,Dundee
LESLIE,GORDON,LESLIE.GORDON@sakilacustomer.org,1,2006-02-14 22:04:36,1,374 Bat Yam Boulevard,Kilis
CLARA,SHAW,CLARA.SHAW@sakilacustomer.org,1,2006-02-14 22:04:36,1,1027 Songkhla Manor,Molodetno
LUCILLE,HOLMES,LUCILLE.HOLMES@sakilacustomer.org,1,2006-02-14 22:04:36,1,999 Sanaa Loop,Soshanguve
JAMIE,RICE,JAMIE.RICE@sakilacustomer.org,1,2006-02-14 22:04:36,1,879 Newcastle Way,Sterling Heights
JOANNE,ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,1,2006-02-14 22:04:36,2,1337 Lincoln Parkway,Urawa
ELEANOR,HUNT,ELEANOR.HUNT@sakilacustomer.org,1,2006-02-14 22:04:36,1,1952 Pune Lane,Saint-Denis
VALERIE,BLACK,VALERIE.BLACK@sakilacustomer.org,1,2006-02-14 22:04:36,1,782 Mosul Street,Brockton
DANIELLE,DANIELS,DANIELLE.DANIELS@sakilacustomer.org,1,2006-02-14 22:04:36,2,781 Shimonoseki Drive,Hidalgo
MEGAN,PALMER,MEGAN.PALMER@sakilacustomer.org,1,2006-02-14 22:04:36,2,1560 Jelets Boulevard,Laiwu
ALICIA,MILLS,ALICIA.MILLS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1963 Moscow Place,Nagaon
SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,1,2006-02-14 22:04:36,2,456 Escobar Way,Jakarta
MICHELE,GRANT,MICHELE.GRANT@sakilacustomer.org,1,2006-02-14 22:04:36,2,798 Cianjur Avenue,Yuncheng
GAIL,KNIGHT,GAIL.KNIGHT@sakilacustomer.org,1,2006-02-14 22:04:36,1,185 Novi Sad Place,Bern
BERTHA,FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,1367 Yantai Manor,Ondo
DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,2006-02-14 22:04:36,2,1386 Nakhon Sawan Boulevard,Pyongyang
VERONICA,STONE,VERONICA.STONE@sakilacustomer.org,1,2006-02-14 22:04:36,1,369 Papeete Way,Greensboro
JILL,HAWKINS,JILL.HAWKINS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1440 Compton Place,Linz
ERIN,DUNN,ERIN.DUNN@sakilacustomer.org,1,2006-02-14 22:04:36,2,1623 Baha Blanca Manor,Ljubertsy
GERALDINE,PERKINS,GERALDINE.PERKINS@sakilacustomer.org,1,2006-02-14 22:04:36,1,97 Shimoga Avenue,Tel Aviv-Jaffa
LAUREN,HUDSON,LAUREN.HUDSON@sakilacustomer.org,1,2006-02-14 22:04:36,2,1740 Le Mans Loop,Le Mans
CATHY,SPENCER,CATHY.SPENCER@sakilacustomer.org,1,2006-02-14 22:04:36,1,1287 Xiangfan Boulevard,Kakamigahara
JOANN,GARDNER,JOANN.GARDNER@sakilacustomer.org,1,2006-02-14 22:04:36,2,842 Salzburg Lane,Tarsus
LORRAINE,STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,1,2006-02-14 22:04:36,2,154 Tallahassee Loop,Hami
LYNN,PAYNE,LYNN.PAYNE@sakilacustomer.org,1,2006-02-14 22:04:36,1,710 San Felipe del Progreso Avenue,Lilongwe
SALLY,PIERCE,SALLY.PIERCE@sakilacustomer.org,1,2006-02-14 22:04:36,2,1540 Wroclaw Drive,Chandrapur
REGINA,BERRY,REGINA.BERRY@sakilacustomer.org,1,2006-02-14 22:04:36,1,475 Atinsk Way,Jinchang
ERICA,MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,0,2006-02-14 22:04:36,2,1294 Firozabad Drive,Pingxiang
BEATRICE,ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,1,2006-02-14 22:04:36,1,1877 Ezhou Lane,Udaipur
DOLORES,WAGNER,DOLORES.WAGNER@sakilacustomer.org,1,2006-02-14 22:04:36,2,316 Uruapan Street,Ipoh
BERNICE,WILLIS,BERNICE.WILLIS@sakilacustomer.org,1,2006-02-14 22:04:36,1,29 Pyongyang Loop,Batman
AUDREY,RAY,AUDREY.RAY@sakilacustomer.org,1,2006-02-14 22:04:36,1,1010 Klerksdorp Way,Graz
YVONNE,WATKINS,YVONNE.WATKINS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1848 Salala Boulevard,Ocumare del Tuy
ANNETTE,OLSON,ANNETTE.OLSON@sakilacustomer.org,1,2006-02-14 22:04:36,1,431 Xiangtan Avenue,Allappuzha (Alleppey)
JUNE,CARROLL,JUNE.CARROLL@sakilacustomer.org,1,2006-02-14 22:04:36,1,757 Rustenburg Avenue,Skikda
SAMANTHA,DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,1,2006-02-14 22:04:36,2,146 Johannesburg Way,Matamoros
MARION,SNYDER,MARION.SNYDER@sakilacustomer.org,1,2006-02-14 22:04:36,2,1891 Rizhao Boulevard,Santa Brbara dOeste
DANA,HART,DANA.HART@sakilacustomer.org,1,2006-02-14 22:04:36,1,1089 Iwatsuki Avenue,Kirovo-Tepetsk
STACY,CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,1,2006-02-14 22:04:36,2,1410 Benin City Parkway,Pereira
ANA,BRADLEY,ANA.BRADLEY@sakilacustomer.org,1,2006-02-14 22:04:36,2,682 Garden Grove Place,Memphis
RENEE,LANE,RENEE.LANE@sakilacustomer.org,1,2006-02-14 22:04:36,1,533 al-Ayn Boulevard,Compton
IDA,ANDREWS,IDA.ANDREWS@sakilacustomer.org,1,2006-02-14 22:04:36,2,1839 Szkesfehrvr Parkway,Luzinia
VIVIAN,RUIZ,VIVIAN.RUIZ@sakilacustomer.org,1,2006-02-14 22:04:36,1,741 Ambattur Manor,s-Hertogenbosch
ROBERTA,HARPER,ROBERTA.HARPER@sakilacustomer.org,1,2006-02-14 22:04:36,1,927 Barcelona Street,Shahr-e Kord
HOLLY,FOX,HOLLY.FOX@sakilacustomer.org,1,2006-02-14 22:04:36,2,435 0 Way,Haldia
BRITTANY,RILEY,BRITTANY.RILEY@sakilacustomer.org,1,2006-02-14 22:04:36,2,140 Chiayi Parkway,Sumy
MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,2006-02-14 22:04:36,1,1166 Changhwa Street,Bayugan
LORETTA,CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,1,2006-02-14 22:04:36,1,891 Novi Sad Manor,Oshawa
YOLANDA,WEAVER,YOLANDA.WEAVER@sakilacustomer.org,1,2006-02-14 22:04:36,2,605 Rio Claro Parkway,Tabora
JEANETTE,GREENE,JEANETTE.GREENE@sakilacustomer.org,1,2006-02-14 22:04:36,1,1077 San Felipe de Puerto Plata Place,Novoterkassk
LAURIE,LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,1,2006-02-14 22:04:36,1,9 San Miguel de Tucumn Manor,Firozabad
KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,1,2006-02-14 22:04:36,2,447 Surakarta Loop,Kisumu
KRISTEN,CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,345 Oshawa Boulevard,Hino
VANESSA,SIMS,VANESSA.SIMS@sakilacustomer.org,1,2006-02-14 22:04:36,1,1792 Valle de la Pascua Place,Siegen
ALMA,AUSTIN,ALMA.AUSTIN@sakilacustomer.org,1,2006-02-14 22:04:36,1,1074 Binzhou Manor,Mannheim
SUE,PETERS,SUE.PETERS@sakilacustomer.org,1,2006-02-14 22:04:36,2,817 Bradford Loop,Changzhou
ELSIE,KELLEY,ELSIE.KELLEY@sakilacustomer.org,1,2006-02-14 22:04:36,2,955 Bamenda Way,Ikerre
BETH,FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,1,2006-02-14 22:04:36,2,1149 A Corua (La Corua) Boulevard,Haiphong
JEANNE,LAWSON,JEANNE.LAWSON@sakilacustomer.org,1,2006-02-14 22:04:36,2,387 Mwene-Ditu Drive,Ashgabat
VICKI,FIELDS,VICKI.FIELDS@sakilacustomer.org,1,2006-02-14 22:04:36,1,68 Molodetno Manor,Witten
CARLA,GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,1,2006-02-14 22:04:36,2,642 Nador Drive,Bhusawal
