"11433","2005-08-02 20:13:10","2005-08-11 21:35:10","GABRIEL","HARDER","Mike","ACADEMY DINOSAUR","1"
"12442","2005-08-18 10:50:07","2005-08-21 08:06:07","LEAH","CURTIS","Mike","ALLEY EVOLUTION","1"
"10606","2005-08-01 14:39:15","2005-08-08 11:31:15","GREGORY","MAULDIN","Mike","ALONE TRIP","1"
"4612","2005-07-08 07:40:44","2005-07-12 03:48:44","BILLY","POULIN","Mike","ALONE TRIP","1"
"10470","2005-08-01 09:52:26","2005-08-05 06:52:26","HARVEY","GUAJARDO","Mike","ALONE TRIP","1"
"14585","2005-08-21 17:18:33","2005-08-26 11:36:33","MELISSA","KING","Mike","ALONE TRIP","1"
"1985","2005-06-17 10:31:37","2005-06-22 11:17:37","NORMAN","CURRIER","Mike","ALTER VICTORY","1"
"6563","2005-07-12 05:34:09","2005-07-21 07:37:09","BARRY","LOVELACE","Mike","ALTER VICTORY","1"
"7637","2005-07-28 01:12:25","2005-08-02 03:48:25","LOIS","BUTLER","Mike","ALTER VICTORY","1"
"14002","2005-08-20 20:12:19","2005-08-23 00:23:19","ANNA","HILL","Mike","ALTER VICTORY","1"
"781","2005-05-29 14:23:58","2005-05-30 17:44:58","DONALD","MAHON","Mike","ALTER VICTORY","1"
"15527","2005-08-23 03:44:51","2005-08-25 03:09:51","PHILIP","CAUSEY","Mike","ALTER VICTORY","1"
"3150","2005-06-20 20:35:28","2005-06-26 01:01:28","REBECCA","SCOTT","Mike","AMADEUS HOLY","1"
"9080","2005-07-30 08:02:39","2005-08-06 12:02:39","BRANDY","GRAVES","Mike","AMADEUS HOLY","1"
"14603","2005-08-21 17:51:06","2005-08-28 15:36:06","JESSICA","HALL","Mike","AMADEUS HOLY","1"
"2867","2005-06-20 00:08:38","2005-06-23 19:35:38","VERNON","CHAPA","Mike","AMADEUS HOLY","1"
"7788","2005-07-28 07:21:55","2005-08-03 06:33:55","HECTOR","POINDEXTER","Mike","AMADEUS HOLY","1"
"14310","2005-08-21 07:44:32","2005-08-22 09:02:32","SAMANTHA","DUNCAN","Mike","AMADEUS HOLY","1"
"14349","2005-08-21 08:54:53","2005-08-30 14:27:53","SHERRY","MARSHALL","Mike","AMADEUS HOLY","1"
"5684","2005-07-10 08:59:03","2005-07-15 07:21:03","ESTHER","CRAWFORD","Mike","AMELIE HELLFIGHTERS","1"
"12052","2005-08-17 20:57:02","2005-08-25 19:04:02","FERNANDO","CHURCHILL","Mike","AMELIE HELLFIGHTERS","1"
"4790","2005-07-08 16:25:27","2005-07-11 11:35:27","REGINALD","KINDER","Mike","AMELIE HELLFIGHTERS","1"
"8963","2005-07-30 03:46:26","2005-08-08 06:12:26","CODY","NOLEN","Mike","AMELIE HELLFIGHTERS","1"
"11857","2005-08-17 13:48:30","2005-08-18 15:55:30","JAMIE","RICE","Mike","AMELIE HELLFIGHTERS","1"
"135","2005-05-25 21:58:58","2005-06-03 17:50:58","DAVID","ROYAL","Mike","AMERICAN CIRCUS","1"
"2803","2005-06-19 19:18:27","2005-06-27 21:48:27","SYLVIA","ORTIZ","Mike","AMERICAN CIRCUS","1"
"2923","2005-06-20 04:16:07","2005-06-21 05:04:07","ANGELA","HERNANDEZ","Mike","AMISTAD MIDSUMMER","1"
"6452","2005-07-12 00:57:31","2005-07-14 20:41:31","CRAIG","MORRELL","Mike","AMISTAD MIDSUMMER","1"
"7202","2005-07-27 09:00:20","2005-08-04 03:09:20","JORDAN","ARCHULETA","Mike","AMISTAD MIDSUMMER","1"
"1987","2005-06-17 10:40:36","2005-06-23 14:23:36","ZACHARY","HITE","Mike","AMISTAD MIDSUMMER","1"
"5106","2005-07-09 06:40:24","2005-07-13 10:28:24","RHONDA","KENNEDY","Mike","AMISTAD MIDSUMMER","1"
"7829","2005-07-28 08:43:39","2005-08-04 14:33:39","ELIZABETH","BROWN","Mike","AMISTAD MIDSUMMER","1"
"13201","2005-08-19 14:56:05","2005-08-25 14:37:05","MILTON","HOWLAND","Mike","AMISTAD MIDSUMMER","1"
"1364","2005-06-15 14:05:32","2005-06-16 15:31:32","BRYAN","HARDISON","Mike","ANACONDA CONFESSIONS","1"
"4818","2005-07-08 17:18:22","2005-07-14 14:40:22","CLARA","SHAW","Mike","ANACONDA CONFESSIONS","1"
"7837","2005-07-28 08:58:32","2005-07-29 14:11:32","JEREMY","HURTADO","Mike","ANACONDA CONFESSIONS","1"
"4361","2005-07-07 19:33:23","2005-07-12 22:36:23","FRANCIS","SIKES","Mike","ANACONDA CONFESSIONS","1"
"3485","2005-07-05 23:25:54","2005-07-09 17:38:54","CARMEN","OWENS","Mike","ANACONDA CONFESSIONS","1"
"10866","2005-08-02 00:22:49","2005-08-07 04:38:49","KYLE","SPURLOCK","Mike","ANACONDA CONFESSIONS","1"
"13665","2005-08-20 08:19:20","2005-08-28 06:26:20","TONI","HOLT","Mike","ANACONDA CONFESSIONS","1"
"5918","2005-07-10 21:32:06","2005-07-19 21:35:06","REBECCA","SCOTT","Mike","ANALYZE HOOSIERS","1"
"7444","2005-07-27 17:49:16","2005-07-28 15:05:16","JAMIE","WAUGH","Mike","ANALYZE HOOSIERS","1"
"13221","2005-08-19 15:45:47","2005-08-26 21:10:47","TIM","CARY","Mike","ANALYZE HOOSIERS","1"
"15249","2005-08-22 17:58:27","2005-08-30 14:55:27","MARCUS","HIDALGO","Mike","ANALYZE HOOSIERS","1"
"5243","2005-07-09 13:22:08","2005-07-16 09:25:08","SERGIO","STANFIELD","Mike","ANALYZE HOOSIERS","1"
"3737","2005-07-06 11:45:53","2005-07-13 15:27:53","MIKE","WAY","Mike","ANALYZE HOOSIERS","1"
"10042","2005-07-31 19:01:25","2005-08-06 14:21:25","ROSEMARY","SCHMIDT","Mike","ANALYZE HOOSIERS","1"
"13387","2005-08-19 21:46:10","2005-08-24 01:16:10","NATHANIEL","ADAM","Mike","ANALYZE HOOSIERS","1"
"3823","2005-07-06 15:41:27","2005-07-09 09:48:27","JENNIE","TERRY","Mike","ANGELS LIFE","1"
"7603","2005-07-27 23:54:44","2005-07-29 01:24:44","GILBERT","SLEDGE","Mike","ANGELS LIFE","1"
"2556","2005-06-19 03:07:32","2005-06-23 23:09:32","HOWARD","FORTNER","Mike","ANGELS LIFE","1"
"3915","2005-07-06 20:16:46","2005-07-10 17:24:46","CATHY","SPENCER","Mike","ANGELS LIFE","1"
"14235","2005-08-21 05:08:42","2005-08-29 23:36:42","JIMMIE","EGGLESTON","Mike","ANGELS LIFE","1"
"2859","2005-06-19 23:18:42","2005-06-20 22:38:42","JOANNE","ROBERTSON","Mike","ANGELS LIFE","1"
"9763","2005-07-31 09:34:03","2005-08-08 05:30:03","PHILIP","CAUSEY","Mike","ANGELS LIFE","1"
"12341","2005-08-18 07:09:27","2005-08-21 03:44:27","MICHELE","GRANT","Mike","ANNIE IDENTITY","1"
"5859","2005-07-10 18:02:02","2005-07-11 23:24:02","CHARLENE","ALVAREZ","Mike","ANNIE IDENTITY","1"
"8773","2005-07-29 19:55:34","2005-07-30 14:11:34","TERRANCE","ROUSH","Mike","ANNIE IDENTITY","1"
"15188","2005-08-22 15:55:48","2005-08-29 19:10:48","LEWIS","LYMAN","Mike","ANNIE IDENTITY","1"
"1861","2005-06-17 01:17:31","2005-06-25 02:11:31","ALEX","GRESHAM","Mike","ANONYMOUS HUMAN","1"
"6813","2005-07-12 18:03:50","2005-07-16 16:30:50","TERESA","ROGERS","Mike","ANONYMOUS HUMAN","1"
"10249","2005-08-01 02:35:39","2005-08-06 06:50:39","RANDALL","NEUMANN","Mike","ANONYMOUS HUMAN","1"
"13450","2005-08-20 00:18:15","2005-08-24 19:36:15","KATHERINE","RIVERA","Mike","ANONYMOUS HUMAN","1"
"4267","2005-07-07 14:35:30","2005-07-11 10:41:30","CURTIS","IRBY","Mike","ANONYMOUS HUMAN","1"
"9814","2005-07-31 11:29:46","2005-08-08 15:49:46","RACHEL","BARNES","Mike","ANONYMOUS HUMAN","1"
"11854","2005-08-17 13:42:52","2005-08-26 14:04:52","DONALD","MAHON","Mike","ANONYMOUS HUMAN","1"
"10466","2005-08-01 09:45:26","2005-08-06 06:28:26","PATRICIA","JOHNSON","Mike","ANONYMOUS HUMAN","1"
"91","2005-05-25 14:57:22","2005-06-01 18:32:22","MARGIE","WADE","Mike","ANTHEM LUKE","1"
"1892","2005-06-17 04:17:33","2005-06-20 00:06:33","RONALD","WEINER","Mike","ANTHEM LUKE","1"
"5842","2005-07-10 17:11:37","2005-07-14 21:43:37","STELLA","MORENO","Mike","ANTHEM LUKE","1"
"9120","2005-07-30 09:26:08","2005-08-08 09:52:08","JORGE","OLIVARES","Mike","ANTHEM LUKE","1"
"2717","2005-06-19 14:46:10","2005-06-22 20:17:10","JEANNE","LAWSON","Mike","ANTHEM LUKE","1"
"4739","2005-07-08 13:25:57","2005-07-11 17:36:57","SUE","PETERS","Mike","ANTHEM LUKE","1"
"8359","2005-07-29 05:02:12","2005-08-04 08:52:12","JAMIE","WAUGH","Mike","ANTHEM LUKE","1"
"6429","2005-07-12 00:02:50","2005-07-21 02:08:50","HAROLD","MARTINO","Mike","ANTHEM LUKE","1"
"1189","2005-06-15 01:04:22","2005-06-24 06:48:22","VIOLA","HANSON","Mike","ANTITRUST TOMATOES","1"
"9706","2005-07-31 07:43:19","2005-08-05 11:11:19","MILTON","HOWLAND","Mike","ANTITRUST TOMATOES","1"
"13994","2005-08-20 19:33:21","2005-08-24 20:55:21","STACY","CUNNINGHAM","Mike","ANTITRUST TOMATOES","1"
"2838","2005-06-19 22:06:06","2005-06-25 22:30:06","MISTY","LAMBERT","Mike","ANTITRUST TOMATOES","1"
"7128","2005-07-27 06:14:36","2005-08-02 05:18:36","ERIK","GUILLEN","Mike","ANTITRUST TOMATOES","1"
"14123","2005-08-21 01:31:25","2005-08-23 02:32:25","JANICE","WARD","Mike","ANTITRUST TOMATOES","1"
"1710","2005-06-16 14:11:24","2005-06-22 15:26:24","JANE","BENNETT","Mike","ANYTHING SAVANNAH","1"
"3860","2005-07-06 17:20:24","2005-07-09 22:33:24","FRANKLIN","TROUTMAN","Mike","ANYTHING SAVANNAH","1"
"12061","2005-08-17 21:13:35","2005-08-22 19:18:35","NEIL","RENNER","Mike","ANYTHING SAVANNAH","1"
"1564","2005-06-16 02:47:07","2005-06-24 03:12:07","DOUGLAS","GRAF","Mike","ANYTHING SAVANNAH","1"
"14844","2005-08-22 02:09:12","2005-08-31 05:43:12","DUANE","TUBBS","Mike","ANYTHING SAVANNAH","1"
"3573","2005-07-06 03:33:48","2005-07-07 22:39:48","JANICE","WARD","Mike","APACHE DIVINE","1"
"15331","2005-08-22 20:37:57","2005-08-25 21:56:57","JOANNE","ROBERTSON","Mike","APACHE DIVINE","1"
"5821","2005-07-10 16:07:16","2005-07-14 19:48:16","MICHAEL","SILVERMAN","Mike","APACHE DIVINE","1"
"5083","2005-07-09 05:30:32","2005-07-11 02:20:32","RAMON","CHOATE","Mike","APACHE DIVINE","1"
"11167","2005-08-02 10:15:51","2005-08-09 09:18:51","JIM","REA","Mike","APACHE DIVINE","1"
"12896","2005-08-19 03:52:44","2005-08-24 22:27:44","CHARLENE","ALVAREZ","Mike","APACHE DIVINE","1"
"5134","2005-07-09 07:53:12","2005-07-16 05:30:12","RICK","MATTOX","Mike","APACHE DIVINE","1"
"7053","2005-07-27 03:38:54","2005-07-31 01:13:54","MANUEL","MURRELL","Mike","APACHE DIVINE","1"
"5205","2005-07-09 10:56:37","2005-07-13 05:45:37","RACHEL","BARNES","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"9394","2005-07-30 20:06:24","2005-08-06 22:36:24","ROSEMARY","SCHMIDT","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"15324","2005-08-22 20:23:13","2005-08-29 18:23:13","PHYLLIS","FOSTER","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"11527","2005-08-17 00:25:06","2005-08-22 21:13:06","GWENDOLYN","MAY","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"1582","2005-06-16 04:31:57","2005-06-22 01:25:57","FERNANDO","CHURCHILL","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"5739","2005-07-10 11:51:50","2005-07-19 17:40:50","WILLIE","HOWELL","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"10051","2005-07-31 19:14:20","2005-08-05 19:45:20","DENISE","KELLY","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"13523","2005-08-20 02:47:03","2005-08-28 07:43:03","SIDNEY","BURLESON","Mike","ARACHNOPHOBIA ROLLERCOASTER","1"
"11462","2005-08-02 21:36:46","2005-08-10 01:48:46","NINA","SOTO","Mike","ARIZONA BANG","1"
"6897","2005-07-12 21:30:41","2005-07-15 03:19:41","KAREN","JACKSON","Mike","ARIZONA BANG","1"
"9830","2005-07-31 11:59:05","2005-08-06 10:38:05","ROSA","REYNOLDS","Mike","ARIZONA BANG","1"
"15563","2005-08-23 05:08:58","2005-08-24 04:24:58","STEVE","MACKENZIE","Mike","ARIZONA BANG","1"
"6643","2005-07-12 10:39:22","2005-07-18 13:52:22","BONNIE","HUGHES","Mike","ARMAGEDDON LOST","1"
"7358","2005-07-27 14:49:44","2005-07-28 20:00:44","COURTNEY","DAY","Mike","ARMAGEDDON LOST","1"
"12908","2005-08-19 04:19:05","2005-08-25 09:50:05","PATRICK","NEWSOM","Mike","ARMAGEDDON LOST","1"
"1639","2005-06-16 08:33:39","2005-06-25 07:51:39","JAY","ROBB","Mike","ARMAGEDDON LOST","1"
"4146","2005-07-07 08:30:16","2005-07-12 07:52:16","NORMAN","CURRIER","Mike","ARMAGEDDON LOST","1"
"7746","2005-07-28 05:48:56","2005-08-04 07:33:56","JAMES","GANNON","Mike","ARMAGEDDON LOST","1"
"13583","2005-08-20 05:29:45","2005-08-26 06:49:45","DENISE","KELLY","Mike","ARMAGEDDON LOST","1"
"6188","2005-07-11 11:31:47","2005-07-15 09:28:47","GRACE","ELLIS","Mike","ATLANTIS CAUSE","1"
"11239","2005-08-02 13:27:11","2005-08-03 14:36:11","CARMEN","OWENS","Mike","ATLANTIS CAUSE","1"
"196","2005-05-26 06:55:58","2005-05-27 10:54:58","VIVIAN","RUIZ","Mike","ATLANTIS CAUSE","1"
"3638","2005-07-06 07:08:17","2005-07-13 12:30:17","TOM","MILNER","Mike","ATLANTIS CAUSE","1"
"10758","2005-08-01 20:22:51","2005-08-10 16:11:51","LOUIS","LEONE","Mike","ATLANTIS CAUSE","1"
"9066","2005-07-30 07:28:54","2005-08-02 05:23:54","DOLORES","WAGNER","Mike","ATTACKS HATE","1"
"15445","2005-08-23 00:48:29","2005-08-28 00:33:29","CYNTHIA","YOUNG","Mike","ATTACKS HATE","1"
"6784","2005-07-12 16:28:49","2005-07-15 17:27:49","WILLARD","LUMPKIN","Mike","ATTACKS HATE","1"
"6642","2005-07-12 10:37:52","2005-07-13 15:13:52","MARIO","CHEATHAM","Mike","ATTRACTION NEWTON","1"
"10459","2005-08-01 09:20:09","2005-08-03 11:36:09","MONICA","HICKS","Mike","ATTRACTION NEWTON","1"
"2790","2005-06-19 18:49:45","2005-06-21 00:13:45","ANNIE","RUSSELL","Mike","ATTRACTION NEWTON","1"
"7636","2005-07-28 01:08:36","2005-08-03 21:36:36","ALICE","STEWART","Mike","ATTRACTION NEWTON","1"
"14036","2005-08-20 21:35:27","2005-08-23 03:29:27","MABEL","HOLLAND","Mike","ATTRACTION NEWTON","1"
"4033","2005-07-07 02:35:46","2005-07-16 01:12:46","CALVIN","MARTEL","Mike","ATTRACTION NEWTON","1"
"9707","2005-07-31 07:44:18","2005-08-08 12:45:18","JACK","FOUST","Mike","ATTRACTION NEWTON","1"
"11571","2005-08-17 01:37:51","2005-08-17 20:30:51","RAMONA","HALE","Mike","ATTRACTION NEWTON","1"
"2617","2005-06-19 07:48:31","2005-06-27 11:56:31","DONALD","MAHON","Mike","ATTRACTION NEWTON","1"
"11311","2005-08-02 15:53:48","2005-08-03 16:32:48","SUE","PETERS","Mike","ATTRACTION NEWTON","1"
"12814","2005-08-19 00:58:24","2005-08-21 05:46:24","FLOYD","GANDY","Mike","ATTRACTION NEWTON","1"
"3235","2005-06-21 02:46:17","2005-06-22 20:58:17","JOYCE","EDWARDS","Mike","BACKLASH UNDEFEATED","1"
"14412","2005-08-21 11:02:09","2005-08-29 06:44:09","JOSEPHINE","GOMEZ","Mike","BACKLASH UNDEFEATED","1"
"1118","2005-05-31 16:23:02","2005-06-03 20:00:02","BEN","EASTER","Mike","BACKLASH UNDEFEATED","1"
"7233","2005-07-27 10:08:36","2005-07-31 16:00:36","COURTNEY","DAY","Mike","BACKLASH UNDEFEATED","1"
"5479","2005-07-09 23:47:33","2005-07-13 01:09:33","JO","FOWLER","Mike","BADMAN DAWN","1"
"8785","2005-07-29 20:36:26","2005-07-30 15:06:26","CAROLYN","PEREZ","Mike","BADMAN DAWN","1"
"12093","2005-08-17 22:28:40","2005-08-22 02:05:40","DEBBIE","REYES","Mike","BADMAN DAWN","1"
"9038","2005-07-30 06:23:35","2005-08-06 11:10:35","FRANKLIN","TROUTMAN","Mike","BADMAN DAWN","1"
"15834","2005-08-23 15:23:50","2005-09-01 19:31:50","LORRAINE","STEPHENS","Mike","BADMAN DAWN","1"
"5198","2005-07-09 10:49:10","2005-07-13 04:52:10","PEGGY","MYERS","Mike","BADMAN DAWN","1"
"7479","2005-07-27 19:18:17","2005-07-30 18:55:17","EDDIE","TOMLIN","Mike","BADMAN DAWN","1"
"8687","2005-07-29 16:19:17","2005-08-01 15:28:17","EDITH","MCDONALD","Mike","BAKED CLEOPATRA","1"
"14408","2005-08-21 10:47:24","2005-08-27 08:18:24","RENE","MCALISTER","Mike","BAKED CLEOPATRA","1"
"6820","2005-07-12 18:21:30","2005-07-14 15:14:30","LYDIA","BURKE","Mike","BAKED CLEOPATRA","1"
"8723","2005-07-29 18:03:47","2005-08-06 18:53:47","DEBRA","NELSON","Mike","BAKED CLEOPATRA","1"
"2040","2005-06-17 14:18:37","2005-06-22 19:08:37","CHRISTY","VARGAS","Mike","BALLOON HOMEWARD","1"
"1468","2005-06-15 20:48:22","2005-06-21 19:48:22","JOY","GEORGE","Mike","BALLOON HOMEWARD","1"
"4629","2005-07-08 08:31:26","2005-07-17 12:07:26","KEN","PREWITT","Mike","BALLOON HOMEWARD","1"
"1522","2005-06-16 00:17:39","2005-06-22 05:38:39","PAULINE","HENRY","Mike","BANG KWAI","1"
"6612","2005-07-12 08:28:33","2005-07-17 06:25:33","ALICIA","MILLS","Mike","BANG KWAI","1"
"5881","2005-07-10 19:19:43","2005-07-12 20:11:43","DEBORAH","WALKER","Mike","BANG KWAI","1"
"6741","2005-07-12 14:24:16","2005-07-15 08:31:16","WILLIE","MARKHAM","Mike","BANGER PINOCCHIO","1"
"14777","2005-08-21 23:55:50","2005-08-28 04:31:50","ALAN","KAHN","Mike","BANGER PINOCCHIO","1"
"7167","2005-07-27 07:37:26","2005-08-03 06:39:26","RUSSELL","BRINSON","Mike","BANGER PINOCCHIO","1"
"11093","2005-08-02 07:59:49","2005-08-11 06:01:49","KATHRYN","COLEMAN","Mike","BANGER PINOCCHIO","1"
"13370","2005-08-19 21:20:11","2005-08-25 22:51:11","PEGGY","MYERS","Mike","BANGER PINOCCHIO","1"
"728","2005-05-29 06:12:38","2005-06-03 07:41:38","CLAYTON","BARBEE","Mike","BARBARELLA STREETCAR","1"
"1215","2005-06-15 03:21:00","2005-06-19 03:39:00","CRYSTAL","FORD","Mike","BARBARELLA STREETCAR","1"
"11351","2005-08-02 17:28:07","2005-08-09 21:55:07","ELSIE","KELLEY","Mike","BARBARELLA STREETCAR","1"
"6498","2005-07-12 03:05:38","2005-07-19 07:12:38","ANN","EVANS","Mike","BARBARELLA STREETCAR","1"
"15920","2005-08-23 18:05:10","2005-08-26 18:09:10","WILMA","RICHARDS","Mike","BARBARELLA STREETCAR","1"
"1494","2005-06-15 21:54:20","2005-06-19 18:46:20","ISAAC","OGLESBY","Mike","BARBARELLA STREETCAR","1"
"10683","2005-08-01 17:33:03","2005-08-04 23:12:03","MARIAN","MENDOZA","Mike","BARBARELLA STREETCAR","1"
"773","2005-05-29 13:18:05","2005-06-07 17:22:05","KEN","PREWITT","Mike","BARBARELLA STREETCAR","1"
"3221","2005-06-21 01:49:47","2005-06-25 06:31:47","ALEX","GRESHAM","Mike","BARBARELLA STREETCAR","1"
"9806","2005-07-31 11:13:49","2005-08-04 06:18:49","CATHERINE","CAMPBELL","Mike","BARBARELLA STREETCAR","1"
"16001","2005-08-23 20:45:53","2005-08-27 15:52:53","TRACY","COLE","Mike","BARBARELLA STREETCAR","1"
"15689","2005-08-23 09:52:55","2005-08-29 11:15:55","LENA","JENSEN","Mike","BAREFOOT MANCHURIAN","1"
"2189","2005-06-18 01:20:26","2005-06-25 00:30:26","REGINALD","KINDER","Mike","BAREFOOT MANCHURIAN","1"
"4982","2005-07-09 00:30:52","2005-07-15 23:50:52","LAUREN","HUDSON","Mike","BAREFOOT MANCHURIAN","1"
"9752","2005-07-31 09:22:02","2005-08-02 14:34:02","BETH","FRANKLIN","Mike","BAREFOOT MANCHURIAN","1"
"7702","2005-07-28 03:56:05","2005-07-31 03:29:05","JOE","GILLILAND","Mike","BASIC EASY","1"
